,name,crosses,numberOfStrands
3521,6_1,"[X(1,30,2,31), X(3,12,4,13), X(5,25,6,24), X(6,36,7,35), X(8,23,9,24), X(9,33,10,32), X(10,22,11,21), X(11,36,12,37), X(15,29,16,28), X(16,13,17,14), X(17,26,18,27), X(19,38,20,1), X(25,5,26,4), X(27,15,28,14), X(29,2,30,3), X(31,18,32,19), X(33,23,34,22), X(34,8,35,7), X(37,20,38,21)]",38
3522,6_1,"[X(1,10,14,9), X(1,13,2,12), X(3,6,4,7), X(5,11,6,10), X(7,2,8,3), X(8,13,9,14), X(11,5,12,4)]",14
3523,6_1,"[X(1,6,2,7), X(4,12,5,11), X(5,2,6,3), X(7,14,8,1), X(9,12,10,13), X(10,4,11,3), X(13,8,14,9)]",14
3524,6_1,"[X(1,3,14,4), X(2,9,3,10), X(5,13,6,12), X(7,4,8,5), X(10,1,11,2), X(11,7,12,6), X(13,8,14,9)]",14
3525,6_1,"[X(1,8,16,7), X(1,15,2,14), X(4,12,5,11), X(5,2,6,3), X(6,15,7,16), X(9,12,10,13), X(10,4,11,3), X(13,8,14,9)]",16
3526,6_1,"[X(1,18,2,19), X(3,23,4,22), X(4,18,5,17), X(6,12,7,11), X(7,15,8,14), X(9,16,10,17), X(10,6,11,5), X(13,9,14,8), X(15,12,16,13), X(19,26,20,1), X(21,24,22,25), X(23,3,24,2), X(25,20,26,21)]",26
3527,6_1,"[X(2,10,3,9), X(5,14,6,1), X(7,12,8,13), X(8,4,9,3), X(10,2,11,1), X(11,4,12,5), X(13,6,14,7)]",14
3528,6_1,"[X(1,14,2,15), X(1,17,36,18), X(3,17,4,16), X(5,2,6,3), X(6,14,7,13), X(7,20,8,21), X(8,29,9,30), X(9,23,10,22), X(15,5,16,4), X(18,36,19,35), X(25,13,26,12), X(26,31,27,32), X(27,10,28,11), X(28,23,29,24), X(30,22,31,21), X(32,11,33,12), X(33,24,34,25), X(34,20,35,19)]",36
3529,6_1,"[X(1,8,2,9), X(2,11,3,12), X(3,17,4,16), X(4,14,5,13), X(6,10,7,9), X(7,18,8,1), X(10,17,11,18), X(14,6,15,5), X(15,12,16,13)]",18
3530,6_1,"[X(1,14,2,15), X(2,9,3,10), X(4,12,5,11), X(5,23,6,22), X(10,21,11,22), X(12,20,13,19), X(13,9,14,8), X(15,26,16,1), X(17,24,18,25), X(18,7,19,8), X(20,4,21,3), X(23,7,24,6), X(25,16,26,17)]",26
3531,6_1,"[X(1,7,2,6), X(3,10,4,11), X(5,8,6,9), X(7,1,8,12), X(9,4,10,5), X(11,2,12,3)]",12
3532,6_1,"[X(1,17,2,16), X(2,7,3,8), X(3,18,4,19), X(4,12,5,11), X(8,15,9,16), X(9,20,10,1), X(12,6,13,5), X(13,10,14,11), X(14,20,15,19), X(17,6,18,7)]",20
3533,6_1,"[X(1,12,2,13), X(3,16,4,17), X(5,19,6,18), X(7,4,8,5), X(8,16,9,15), X(9,3,10,2), X(10,14,11,13), X(11,20,12,1), X(14,19,15,20), X(17,7,18,6)]",20
3534,6_1,"[X(1,3,24,4), X(2,7,3,8), X(5,17,6,16), X(8,1,9,2), X(11,23,12,22), X(12,9,13,10), X(13,20,14,21), X(15,18,16,19), X(17,5,18,4), X(19,14,20,15), X(21,11,22,10), X(23,6,24,7)]",24
3535,6_1,"[X(1,14,26,13), X(3,25,4,24), X(6,15,7,16), X(7,2,8,3), X(8,26,9,25), X(10,20,11,19), X(11,14,12,15), X(12,1,13,2), X(17,4,18,5), X(20,10,21,9), X(21,19,22,18), X(22,6,23,5), X(23,16,24,17)]",26
3536,6_1,"[X(2,17,3,18), X(3,38,4,39), X(4,30,5,29), X(6,31,7,32), X(7,37,8,36), X(10,28,11,27), X(12,2,13,1), X(13,40,14,41), X(14,26,15,25), X(15,20,16,21), X(16,11,17,12), X(18,39,19,40), X(19,27,20,26), X(23,42,24,1), X(24,22,25,21), X(28,10,29,9), X(32,5,33,6), X(33,30,34,31), X(34,38,35,37), X(35,9,36,8), X(41,22,42,23)]",42
3537,6_1,"[X(1,22,26,21), X(2,19,3,20), X(5,25,6,24), X(6,3,7,4), X(7,15,8,14), X(11,16,12,17), X(12,9,13,10), X(13,19,14,18), X(15,9,16,8), X(17,10,18,11), X(20,1,21,2), X(22,25,23,26), X(23,5,24,4)]",26
3538,6_1,"[X(1,10,16,9), X(2,5,3,6), X(4,14,5,13), X(6,15,7,16), X(7,13,8,12), X(10,1,11,2), X(11,9,12,8), X(14,4,15,3)]",16
3539,6_1,"[X(1,10,24,9), X(2,24,3,23), X(3,15,4,14), X(5,20,6,21), X(8,1,9,2), X(10,19,11,20), X(11,7,12,6), X(13,23,14,22), X(15,5,16,4), X(16,21,17,22), X(17,12,18,13), X(18,7,19,8)]",24
3540,6_1,"[X(1,10,2,11), X(3,12,4,13), X(5,17,6,16), X(7,5,8,4), X(8,14,9,13), X(9,2,10,3), X(11,20,12,1), X(14,19,15,20), X(17,7,18,6), X(18,15,19,16)]",20
3541,6_1,"[X(1,13,2,12), X(4,17,5,18), X(5,2,6,3), X(6,20,7,19), X(7,11,8,10), X(8,15,9,16), X(11,14,12,15), X(13,1,14,20), X(16,9,17,10), X(18,3,19,4)]",20
3542,6_1,"[X(2,7,3,8), X(3,1,4,20), X(5,15,6,14), X(6,1,7,2), X(8,20,9,19), X(10,17,11,18), X(12,10,13,9), X(13,18,14,19), X(15,5,16,4), X(16,11,17,12)]",20
3543,6_1,"[X(1,10,22,9), X(1,13,2,12), X(3,11,4,10), X(4,17,5,18), X(6,19,7,20), X(7,17,8,16), X(8,13,9,14), X(11,3,12,2), X(14,22,15,21), X(18,5,19,6), X(20,16,21,15)]",22
3544,6_1,"[X(1,5,18,6), X(1,11,2,10), X(4,13,5,14), X(7,3,8,2), X(9,14,10,15), X(11,6,12,7), X(12,18,13,17), X(15,8,16,9), X(16,3,17,4)]",18
3545,6_1,"[X(1,19,40,20), X(1,37,2,36), X(2,17,3,18), X(4,25,5,26), X(6,33,7,34), X(7,13,8,12), X(8,32,9,31), X(10,30,11,29), X(15,27,16,26), X(16,3,17,4), X(18,35,19,36), X(20,38,21,37), X(21,24,22,25), X(22,39,23,40), X(27,15,28,14), X(28,12,29,11), X(30,10,31,9), X(32,13,33,14), X(34,5,35,6), X(38,23,39,24)]",40
3546,6_1,"[X(1,16,2,17), X(3,23,4,22), X(4,20,5,19), X(5,24,6,25), X(6,16,7,15), X(9,13,10,12), X(10,8,11,7), X(11,14,12,15), X(13,9,14,8), X(17,26,18,1), X(20,23,21,24), X(21,3,22,2), X(25,18,26,19)]",26
3547,6_1,"[X(1,22,30,21), X(1,28,2,29), X(4,16,5,15), X(5,2,6,3), X(6,13,7,14), X(7,18,8,19), X(9,27,10,26), X(11,25,12,24), X(12,27,13,28), X(14,4,15,3), X(16,19,17,20), X(17,8,18,9), X(20,24,21,23), X(22,29,23,30), X(25,11,26,10)]",30
3548,6_1,"[X(1,13,2,12), X(2,5,3,6), X(4,10,5,9), X(6,11,7,12), X(7,14,8,1), X(10,4,11,3), X(13,8,14,9)]",14
3549,6_1,"[X(1,10,2,11), X(2,18,3,17), X(3,13,4,12), X(4,7,5,8), X(6,14,7,13), X(8,15,9,16), X(9,18,10,1), X(14,6,15,5), X(16,11,17,12)]",18
3550,6_1,"[X(1,4,22,3), X(2,14,3,13), X(4,17,5,18), X(6,15,7,16), X(7,21,8,20), X(8,12,9,11), X(9,18,10,19), X(14,2,15,1), X(16,5,17,6), X(19,10,20,11), X(21,13,22,12)]",22
3551,6_1,"[X(1,12,22,11), X(2,5,3,6), X(3,17,4,16), X(6,1,7,2), X(8,20,9,19), X(10,21,11,22), X(12,9,13,10), X(13,20,14,21), X(14,8,15,7), X(17,5,18,4), X(18,15,19,16)]",22
3552,6_1,"[X(1,16,2,17), X(4,11,5,12), X(7,1,8,18), X(10,5,11,6), X(12,3,13,4), X(13,7,14,6), X(14,9,15,10), X(15,2,16,3), X(17,9,18,8)]",18
3553,6_1,"[X(1,20,26,19), X(1,23,2,22), X(2,14,3,13), X(4,7,5,8), X(6,10,7,9), X(10,6,11,5), X(11,9,12,8), X(12,3,13,4), X(15,21,16,20), X(16,25,17,26), X(18,23,19,24), X(21,15,22,14), X(24,17,25,18)]",26
3554,6_1,"[X(1,10,2,11), X(1,15,18,16), X(4,14,5,13), X(5,2,6,3), X(6,10,7,9), X(7,16,8,17), X(11,14,12,15), X(12,4,13,3), X(17,8,18,9)]",18
3555,6_1,"[X(1,12,2,13), X(2,9,3,10), X(6,18,7,17), X(7,4,8,5), X(10,14,11,13), X(11,18,12,1), X(14,3,15,4), X(15,9,16,8), X(16,6,17,5)]",18
3556,6_1,"[X(1,5,14,6), X(1,10,2,11), X(4,7,5,8), X(6,14,7,13), X(8,3,9,4), X(11,2,12,3), X(12,10,13,9)]",14
3557,6_1,"[X(1,4,34,3), X(2,30,3,29), X(4,22,5,21), X(6,10,7,9), X(7,18,8,19), X(10,33,11,34), X(12,27,13,28), X(14,24,15,23), X(16,6,17,5), X(17,20,18,21), X(19,8,20,9), X(22,31,23,32), X(24,12,25,11), X(25,28,26,29), X(26,13,27,14), X(30,2,31,1), X(32,15,33,16)]",34
3558,6_1,"[X(1,26,32,25), X(3,29,4,28), X(4,22,5,21), X(8,14,9,13), X(9,17,10,16), X(11,7,12,6), X(12,19,13,20), X(15,11,16,10), X(17,14,18,15), X(18,8,19,7), X(20,5,21,6), X(23,2,24,3), X(26,31,27,32), X(27,23,28,22), X(29,24,30,25), X(30,2,31,1)]",32
3559,6_1,"[X(1,6,2,7), X(2,19,3,20), X(4,22,5,21), X(5,19,6,18), X(7,11,8,10), X(9,15,10,14), X(12,15,13,16), X(13,9,14,8), X(16,11,17,12), X(17,24,18,1), X(20,23,21,24), X(22,4,23,3)]",24
3560,6_1,"[X(1,12,20,11), X(2,20,3,19), X(3,12,4,13), X(5,8,6,9), X(6,16,7,15), X(10,1,11,2), X(13,18,14,19), X(14,9,15,10), X(16,8,17,7), X(17,5,18,4)]",20
3561,6_1,"[X(1,8,2,9), X(3,13,4,12), X(4,10,5,9), X(5,18,6,1), X(6,15,7,16), X(10,13,11,14), X(11,3,12,2), X(16,7,17,8), X(17,15,18,14)]",18
3562,6_1,"[X(1,12,2,13), X(1,16,22,15), X(4,9,5,10), X(5,17,6,16), X(6,21,7,22), X(8,20,9,19), X(10,3,11,4), X(13,2,14,3), X(14,12,15,11), X(17,20,18,21), X(18,8,19,7)]",22
3563,6_1,"[X(1,18,2,19), X(2,12,3,11), X(3,7,4,6), X(4,9,5,10), X(7,21,8,20), X(10,5,11,6), X(12,18,13,17), X(13,24,14,25), X(14,27,15,28), X(16,26,17,25), X(19,9,20,8), X(21,35,22,34), X(26,29,27,30), X(28,15,29,16), X(31,36,32,37), X(32,24,33,23), X(33,1,34,38), X(35,30,36,31), X(37,23,38,22)]",38
3564,6_1,"[X(1,8,2,9), X(4,16,5,15), X(5,3,6,2), X(6,10,7,9), X(7,20,8,1), X(10,14,11,13), X(11,18,12,19), X(14,17,15,18), X(16,4,17,3), X(19,12,20,13)]",20
3565,6_1,"[X(1,14,2,15), X(4,21,5,22), X(8,26,9,25), X(10,18,11,17), X(11,6,12,7), X(12,4,13,3), X(13,26,14,1), X(15,2,16,3), X(16,8,17,7), X(18,24,19,23), X(20,5,21,6), X(22,20,23,19), X(24,10,25,9)]",26
3566,6_1,"[X(1,10,2,11), X(2,13,3,14), X(4,19,5,20), X(5,17,6,16), X(6,9,7,10), X(8,18,9,17), X(12,3,13,4), X(14,12,15,11), X(15,20,16,1), X(18,8,19,7)]",20
3567,6_1,"[X(1,22,2,23), X(2,26,3,25), X(4,18,5,17), X(5,17,6,16), X(8,14,9,13), X(10,16,11,15), X(11,6,12,7), X(12,10,13,9), X(14,8,15,7), X(18,24,19,23), X(19,28,20,1), X(21,26,22,27), X(24,4,25,3), X(27,20,28,21)]",28
3568,6_1,"[X(1,5,14,6), X(3,8,4,9), X(4,11,5,12), X(6,14,7,13), X(7,11,8,10), X(9,2,10,3), X(12,1,13,2)]",14
3569,6_1,"[X(1,8,14,7), X(1,13,2,12), X(3,11,4,10), X(5,2,6,3), X(6,13,7,14), X(9,5,10,4), X(11,8,12,9)]",14
3570,6_1,"[X(1,10,2,11), X(1,17,26,18), X(3,15,4,14), X(6,21,7,22), X(8,25,9,26), X(9,19,10,18), X(11,2,12,3), X(13,5,14,4), X(15,12,16,13), X(16,6,17,5), X(19,25,20,24), X(22,7,23,8), X(23,21,24,20)]",26
3571,6_1,"[X(1,18,2,19), X(3,1,4,34), X(6,24,7,23), X(8,22,9,21), X(9,4,10,5), X(10,19,11,20), X(12,29,13,30), X(14,32,15,31), X(15,26,16,27), X(17,2,18,3), X(20,6,21,5), X(22,8,23,7), X(24,33,25,34), X(25,16,26,17), X(27,30,28,31), X(28,13,29,14), X(32,12,33,11)]",34
3572,6_1,"[X(1,18,34,17), X(2,15,3,16), X(3,23,4,22), X(5,13,6,12), X(7,33,8,32), X(8,22,9,21), X(10,29,11,30), X(14,23,15,24), X(16,1,17,2), X(18,33,19,34), X(19,7,20,6), X(24,13,25,14), X(25,5,26,4), X(26,10,27,9), X(27,30,28,31), X(28,11,29,12), X(31,20,32,21)]",34
3573,6_1,"[X(1,12,24,11), X(6,20,7,19), X(7,4,8,5), X(12,1,13,2), X(13,11,14,10), X(15,2,16,3), X(17,9,18,8), X(18,6,19,5), X(20,9,21,10), X(21,17,22,16), X(22,4,23,3), X(23,14,24,15)]",24
3574,6_1,"[X(1,4,2,5), X(2,24,3,23), X(9,21,10,20), X(11,6,12,7), X(14,17,15,18), X(15,30,16,31), X(18,13,19,14), X(19,9,20,8), X(21,26,22,27), X(22,5,23,6), X(24,4,25,3), X(25,1,26,32), X(27,11,28,10), X(28,7,29,8), X(29,16,30,17), X(31,12,32,13)]",32
3575,6_1,"[X(1,30,34,29), X(5,16,6,17), X(7,33,8,32), X(9,23,10,22), X(10,28,11,27), X(12,21,13,22), X(13,4,14,5), X(14,20,15,19), X(17,6,18,7), X(18,16,19,15), X(20,4,21,3), X(24,33,25,34), X(25,3,26,2), X(26,12,27,11), X(28,1,29,2), X(30,23,31,24), X(31,9,32,8)]",34
3576,6_1,"[X(1,10,34,9), X(2,34,3,33), X(3,19,4,18), X(4,23,5,24), X(8,1,9,2), X(10,8,11,7), X(12,21,13,22), X(13,25,14,24), X(14,32,15,31), X(16,27,17,28), X(19,7,20,6), X(20,11,21,12), X(22,5,23,6), X(25,33,26,32), X(28,17,29,18), X(29,27,30,26), X(30,16,31,15)]",34
3577,6_1,"[X(1,8,2,9), X(2,13,3,14), X(5,17,6,16), X(7,13,8,12), X(9,14,10,15), X(10,3,11,4), X(11,7,12,6), X(15,18,16,1), X(17,5,18,4)]",18
3578,6_1,"[X(1,10,2,11), X(4,23,5,24), X(5,17,6,16), X(6,22,7,21), X(7,3,8,2), X(8,14,9,13), X(9,26,10,27), X(11,28,12,1), X(14,25,15,26), X(18,4,19,3), X(19,24,20,25), X(20,16,21,15), X(22,17,23,18), X(27,12,28,13)]",28
3579,6_1,"[X(1,6,2,7), X(2,16,3,15), X(7,20,8,1), X(9,15,10,14), X(10,3,11,4), X(11,16,12,17), X(13,5,14,4), X(17,12,18,13), X(18,6,19,5), X(19,8,20,9)]",20
3580,6_1,"[X(1,12,2,13), X(3,1,4,20), X(6,16,7,15), X(8,5,9,6), X(9,18,10,19), X(11,2,12,3), X(13,5,14,4), X(14,8,15,7), X(16,19,17,20), X(17,10,18,11)]",20
3581,6_1,"[X(1,3,26,4), X(2,9,3,10), X(5,25,6,24), X(7,4,8,5), X(11,17,12,16), X(13,18,14,19), X(15,11,16,10), X(19,12,20,13), X(20,17,21,18), X(21,15,22,14), X(22,1,23,2), X(23,7,24,6), X(25,8,26,9)]",26
3582,6_1,"[X(1,18,2,19), X(2,6,3,5), X(4,11,5,12), X(6,15,7,16), X(8,18,9,17), X(9,1,10,20), X(12,3,13,4), X(13,16,14,17), X(14,7,15,8), X(19,11,20,10)]",20
3583,6_1,"[X(1,8,2,9), X(4,11,5,12), X(5,15,6,14), X(7,13,8,12), X(9,16,10,1), X(10,3,11,4), X(13,7,14,6), X(15,3,16,2)]",16
3584,6_1,"[X(1,14,2,15), X(1,20,24,19), X(6,22,7,21), X(8,13,9,14), X(9,3,10,2), X(10,16,11,15), X(11,4,12,5), X(12,17,13,18), X(16,3,17,4), X(18,8,19,7), X(20,23,21,24), X(22,6,23,5)]",24
3585,6_1,"[X(1,10,20,9), X(3,13,4,12), X(4,1,5,2), X(5,15,6,14), X(7,16,8,17), X(8,19,9,20), X(10,13,11,14), X(11,3,12,2), X(15,19,16,18), X(17,6,18,7)]",20
3586,6_1,"[X(1,16,2,17), X(2,22,3,21), X(3,15,4,14), X(5,12,6,13), X(9,21,10,20), X(10,25,11,26), X(11,6,12,7), X(17,28,18,1), X(19,9,20,8), X(22,16,23,15), X(23,5,24,4), X(24,13,25,14), X(26,7,27,8), X(27,18,28,19)]",28
3587,6_1,"[X(1,15,22,16), X(2,8,3,7), X(4,14,5,13), X(5,10,6,11), X(6,17,7,18), X(9,15,10,14), X(11,18,12,19), X(16,2,17,1), X(19,12,20,13), X(20,3,21,4), X(21,8,22,9)]",22
3588,6_1,"[X(1,14,22,13), X(3,10,4,11), X(6,18,7,17), X(8,12,9,11), X(9,2,10,3), X(12,1,13,2), X(14,21,15,22), X(15,5,16,4), X(18,8,19,7), X(19,16,20,17), X(20,5,21,6)]",22
3589,6_1,"[X(1,6,20,5), X(4,14,5,13), X(6,19,7,20), X(8,1,9,2), X(10,4,11,3), X(12,17,13,18), X(14,10,15,9), X(15,3,16,2), X(16,11,17,12), X(18,7,19,8)]",20
3590,6_1,"[X(1,9,22,10), X(1,19,2,18), X(2,11,3,12), X(4,15,5,16), X(6,18,7,17), X(8,5,9,6), X(10,20,11,19), X(12,3,13,4), X(13,20,14,21), X(16,8,17,7), X(21,14,22,15)]",22
3591,6_1,"[X(1,18,2,19), X(6,46,7,45), X(7,29,8,28), X(8,43,9,44), X(9,50,10,51), X(10,42,11,41), X(11,49,12,48), X(12,29,13,30), X(13,46,14,47), X(14,6,15,5), X(15,37,16,36), X(16,26,17,25), X(17,52,18,53), X(19,54,20,1), X(21,2,22,3), X(22,33,23,34), X(23,5,24,4), X(24,36,25,35), X(31,40,32,41), X(34,4,35,3), X(37,27,38,26), X(38,51,39,52), X(39,32,40,33), X(42,50,43,49), X(44,27,45,28), X(47,31,48,30), X(53,20,54,21)]",54
3592,6_1,"[X(2,12,3,11), X(5,9,6,8), X(6,13,7,14), X(9,16,10,1), X(10,4,11,3), X(12,2,13,1), X(14,7,15,8), X(15,4,16,5)]",16
3593,6_1,"[X(1,5,22,6), X(1,15,2,14), X(2,11,3,12), X(4,13,5,14), X(6,22,7,21), X(7,16,8,17), X(9,19,10,18), X(10,16,11,15), X(12,3,13,4), X(17,20,18,21), X(19,9,20,8)]",22
3594,6_1,"[X(1,8,2,9), X(3,6,4,7), X(4,14,5,13), X(9,18,10,1), X(11,16,12,17), X(12,7,13,8), X(14,6,15,5), X(15,3,16,2), X(17,10,18,11)]",18
3595,6_1,"[X(1,6,30,5), X(1,11,2,10), X(3,9,4,8), X(4,11,5,12), X(6,29,7,30), X(9,3,10,2), X(13,26,14,27), X(15,23,16,22), X(16,19,17,20), X(17,24,18,25), X(20,25,21,26), X(21,15,22,14), X(23,18,24,19), X(27,12,28,13), X(28,7,29,8)]",30
3596,6_1,"[X(1,6,20,5), X(2,14,3,13), X(3,18,4,19), X(4,8,5,7), X(6,19,7,20), X(9,16,10,17), X(11,9,12,8), X(12,2,13,1), X(14,17,15,18), X(15,10,16,11)]",20
3597,6_1,"[X(1,19,2,18), X(3,10,4,11), X(8,16,9,15), X(9,22,10,1), X(11,4,12,5), X(13,16,14,17), X(14,8,15,7), X(17,7,18,6), X(19,3,20,2), X(20,5,21,6), X(21,12,22,13)]",22
3598,6_1,"[X(1,6,2,7), X(1,10,16,9), X(2,14,3,13), X(4,12,5,11), X(5,14,6,15), X(7,11,8,10), X(8,15,9,16), X(12,4,13,3)]",16
3599,6_1,"[X(1,5,18,6), X(1,12,2,13), X(2,9,3,10), X(7,17,8,16), X(10,3,11,4), X(11,9,12,8), X(13,4,14,5), X(14,17,15,18), X(15,7,16,6)]",18
3600,6_1,"[X(1,14,2,15), X(1,31,34,32), X(2,29,3,30), X(4,17,5,18), X(5,23,6,22), X(9,29,10,28), X(11,27,12,26), X(12,33,13,34), X(15,30,16,31), X(16,3,17,4), X(19,8,20,9), X(21,7,22,6), X(23,20,24,21), X(24,8,25,7), X(25,19,26,18), X(27,11,28,10), X(32,13,33,14)]",34
3601,6_1,"[X(1,16,2,17), X(2,23,3,24), X(4,26,5,25), X(7,20,8,21), X(9,19,10,18), X(11,7,12,6), X(13,8,14,9), X(14,20,15,19), X(15,11,16,10), X(17,28,18,1), X(21,13,22,12), X(22,5,23,6), X(24,27,25,28), X(26,4,27,3)]",28
3602,6_1,"[X(1,16,2,17), X(5,18,6,19), X(6,14,7,13), X(7,21,8,20), X(8,11,9,12), X(10,22,11,21), X(14,3,15,4), X(17,26,18,1), X(19,13,20,12), X(22,10,23,9), X(23,4,24,5), X(24,15,25,16), X(25,3,26,2)]",26
3603,6_1,"[X(1,10,18,9), X(1,13,2,12), X(3,11,4,10), X(6,15,7,16), X(7,4,8,5), X(8,13,9,14), X(11,3,12,2), X(14,18,15,17), X(16,5,17,6)]",18
3604,6_1,"[X(1,6,14,5), X(3,9,4,8), X(6,13,7,14), X(7,10,8,11), X(9,3,10,2), X(11,4,12,5), X(12,2,13,1)]",14
3605,6_1,"[X(1,14,20,13), X(3,10,4,11), X(7,17,8,16), X(8,12,9,11), X(9,2,10,3), X(12,1,13,2), X(14,6,15,5), X(15,18,16,19), X(17,7,18,6), X(19,4,20,5)]",20
3606,6_1,"[X(1,26,2,27), X(3,10,4,11), X(8,12,9,11), X(9,2,10,3), X(13,7,14,6), X(15,4,16,5), X(16,30,17,29), X(18,6,19,5), X(19,14,20,15), X(20,7,21,8), X(21,13,22,12), X(22,28,23,27), X(23,32,24,1), X(25,30,26,31), X(28,18,29,17), X(31,24,32,25)]",32
3607,6_1,"[X(2,9,3,10), X(6,18,7,17), X(7,4,8,5), X(12,23,13,24), X(13,11,14,10), X(14,1,15,2), X(16,6,17,5), X(18,3,19,4), X(19,9,20,8), X(20,15,21,16), X(21,1,22,24), X(22,11,23,12)]",24
3608,6_1,"[X(1,24,2,25), X(5,19,6,18), X(6,23,7,24), X(7,3,8,2), X(8,15,9,16), X(9,31,10,30), X(11,32,12,33), X(12,28,13,27), X(14,21,15,22), X(16,26,17,25), X(17,34,18,1), X(19,5,20,4), X(20,13,21,14), X(22,3,23,4), X(26,33,27,34), X(28,32,29,31), X(29,11,30,10)]",34
3609,6_1,"[X(1,10,2,11), X(2,16,3,15), X(3,12,4,13), X(5,15,6,14), X(7,4,8,5), X(8,12,9,11), X(9,16,10,1), X(13,7,14,6)]",16
3610,6_1,"[X(1,14,20,13), X(4,7,5,8), X(5,2,6,3), X(6,10,7,9), X(8,3,9,4), X(10,18,11,17), X(12,1,13,2), X(14,19,15,20), X(16,12,17,11), X(18,15,19,16)]",20
3611,6_1,"[X(1,8,2,9), X(1,13,16,14), X(4,12,5,11), X(5,2,6,3), X(6,15,7,16), X(9,12,10,13), X(10,4,11,3), X(14,7,15,8)]",16
3612,6_1,"[X(1,10,26,9), X(2,11,3,12), X(4,18,5,17), X(7,13,8,12), X(8,1,9,2), X(10,25,11,26), X(13,7,14,6), X(14,22,15,21), X(16,23,17,24), X(18,4,19,3), X(19,23,20,22), X(20,16,21,15), X(24,5,25,6)]",26
3613,6_1,"[X(1,5,22,6), X(3,14,4,15), X(6,2,7,1), X(9,16,10,17), X(10,8,11,7), X(11,4,12,5), X(12,20,13,19), X(15,8,16,9), X(17,2,18,3), X(20,14,21,13), X(21,18,22,19)]",22
3614,6_1,"[X(1,6,2,7), X(1,30,44,29), X(2,14,3,13), X(3,16,4,17), X(4,36,5,35), X(5,38,6,39), X(7,19,8,18), X(11,20,12,21), X(12,9,13,10), X(14,38,15,37), X(17,23,18,22), X(19,9,20,8), X(21,10,22,11), X(26,34,27,33), X(28,39,29,40), X(30,23,31,24), X(31,42,32,43), X(32,26,33,25), X(36,16,37,15), X(40,27,41,28), X(41,34,42,35), X(43,25,44,24)]",44
3615,6_1,"[X(1,8,2,9), X(4,14,5,13), X(5,3,6,2), X(6,12,7,11), X(7,16,8,17), X(9,18,10,1), X(12,15,13,16), X(14,4,15,3), X(17,10,18,11)]",18
3616,6_1,"[X(1,8,2,9), X(3,13,4,12), X(6,10,7,9), X(7,16,8,1), X(10,15,11,16), X(11,5,12,4), X(13,3,14,2), X(14,5,15,6)]",16
3617,6_1,"[X(1,8,2,9), X(2,16,3,15), X(3,12,4,13), X(5,16,6,17), X(7,19,8,18), X(9,15,10,14), X(11,4,12,5), X(13,11,14,10), X(17,20,18,1), X(19,7,20,6)]",20
3618,6_1,"[X(1,21,2,20), X(4,8,5,7), X(5,26,6,27), X(8,25,9,26), X(9,3,10,2), X(11,15,12,14), X(12,18,13,17), X(16,14,17,13), X(18,15,19,16), X(21,1,22,28), X(22,20,23,19), X(23,10,24,11), X(24,3,25,4), X(27,6,28,7)]",28
3619,6_1,"[X(1,9,16,10), X(3,14,4,15), X(4,2,5,1), X(7,12,8,13), X(8,6,9,5), X(10,16,11,15), X(11,6,12,7), X(13,2,14,3)]",16
3620,6_1,"[X(2,9,3,10), X(4,18,5,17), X(6,14,7,13), X(7,20,8,1), X(10,3,11,4), X(11,9,12,8), X(12,2,13,1), X(14,19,15,20), X(16,6,17,5), X(18,15,19,16)]",20
3621,6_1,"[X(1,15,2,14), X(2,7,3,8), X(3,25,4,24), X(4,27,5,28), X(6,25,7,26), X(10,19,11,20), X(11,22,12,23), X(12,18,13,17), X(13,9,14,8), X(15,1,16,28), X(16,23,17,24), X(18,22,19,21), X(20,9,21,10), X(26,5,27,6)]",28
3622,6_1,"[X(1,10,2,11), X(1,18,32,17), X(3,26,4,27), X(4,8,5,7), X(5,25,6,24), X(8,26,9,25), X(11,21,12,20), X(15,28,16,29), X(16,13,17,14), X(18,31,19,32), X(21,2,22,3), X(22,10,23,9), X(23,7,24,6), X(27,13,28,12), X(29,14,30,15), X(30,19,31,20)]",32
3623,6_1,"[X(1,29,2,28), X(3,26,4,27), X(4,10,5,9), X(6,22,7,21), X(10,26,11,25), X(11,3,12,2), X(12,27,13,28), X(13,32,14,1), X(16,31,17,32), X(17,15,18,14), X(19,9,20,8), X(20,23,21,24), X(22,6,23,5), X(24,7,25,8), X(29,18,30,19), X(30,15,31,16)]",32
3624,6_1,"[X(1,6,2,7), X(2,10,3,9), X(4,16,5,15), X(5,20,6,21), X(7,22,8,1), X(11,18,12,19), X(13,11,14,10), X(14,4,15,3), X(16,19,17,20), X(17,12,18,13), X(21,8,22,9)]",22
3625,6_1,"[X(1,5,2,4), X(1,18,32,17), X(3,18,4,19), X(6,13,7,14), X(8,12,9,11), X(9,29,10,28), X(15,21,16,20), X(16,31,17,32), X(19,2,20,3), X(21,30,22,31), X(22,6,23,5), X(23,14,24,15), X(24,29,25,30), X(25,12,26,13), X(26,8,27,7), X(27,11,28,10)]",32
3626,6_1,"[X(1,12,22,11), X(7,19,8,18), X(8,5,9,6), X(10,1,11,2), X(12,4,13,3), X(13,20,14,21), X(15,4,16,5), X(16,10,17,9), X(17,7,18,6), X(19,14,20,15), X(21,2,22,3)]",22
